metrado_id,obrero_id
0a072f63-684e-4d74-8843-e59d81376ee0,7693fb38-e1cb-4d4a-bc60-1718c6830dc1
1a82e28c-8bac-4b4f-8954-b3c757d1cc4b,94f08dd8-9d99-4004-908a-f7e44d7f8bbb
a8832a53-eae1-44a3-b6df-2366b003c9b7,56531c76-eaa0-4046-9b14-1a93c4bd751d
a8832a53-eae1-44a3-b6df-2366b003c9b7,fdb717b1-0915-48b2-be42-f7e4a75cb37b
a8832a53-eae1-44a3-b6df-2366b003c9b7,4eb1de8a-a020-45b6-a461-fce4828809f1
c51a5993-d4cb-40a6-9114-0ed4b5bb082d,49f5b032-6dda-4573-a105-a368344ff505
c51a5993-d4cb-40a6-9114-0ed4b5bb082d,73f3b6f3-643d-4657-a516-72888dd0e93a
80aefe21-4967-462d-b289-2025e6b08092,1c729fd9-1f0e-4fad-8a62-fc486b1edffb
80aefe21-4967-462d-b289-2025e6b08092,51ba0e78-9cd3-47e1-b0d5-977479caf6a5
9f1918b4-bd30-43fa-8384-fe32834142b6,2bab47cf-8ecc-4f0b-8403-cbc551622d75
9f1918b4-bd30-43fa-8384-fe32834142b6,ecb76883-9cde-47bf-b90a-e394f24dc9ad
95fdc8b5-38f3-4683-939f-0f972a0105e7,2bab47cf-8ecc-4f0b-8403-cbc551622d75
95fdc8b5-38f3-4683-939f-0f972a0105e7,ecb76883-9cde-47bf-b90a-e394f24dc9ad
e0c33355-7a5c-48ea-a7e4-2ea43b7a7ef6,b8b37520-6bd8-4005-8b3d-f3215e94e919
31cd7bd8-1c6e-4c4d-934d-e88702865004,038be5bc-9d2c-4114-89b7-ff0ed7063050
add1ebe0-edfc-45d2-83f2-45e9b295c6eb,2bab47cf-8ecc-4f0b-8403-cbc551622d75
add1ebe0-edfc-45d2-83f2-45e9b295c6eb,ecb76883-9cde-47bf-b90a-e394f24dc9ad
c16daed6-18e7-4898-ba2f-5194ac51a713,2bab47cf-8ecc-4f0b-8403-cbc551622d75
c16daed6-18e7-4898-ba2f-5194ac51a713,ecb76883-9cde-47bf-b90a-e394f24dc9ad
31cd7bd8-1c6e-4c4d-934d-e88702865004,f9867bcf-c40a-4b1a-bf60-04541298d4b6
31cd7bd8-1c6e-4c4d-934d-e88702865004,b8b37520-6bd8-4005-8b3d-f3215e94e919
e7877059-5c27-4a9e-ae41-167d66a0b3c7,038be5bc-9d2c-4114-89b7-ff0ed7063050
e7877059-5c27-4a9e-ae41-167d66a0b3c7,f9867bcf-c40a-4b1a-bf60-04541298d4b6
e7877059-5c27-4a9e-ae41-167d66a0b3c7,b8b37520-6bd8-4005-8b3d-f3215e94e919
f89d9a97-4451-4837-852d-1641f2d1d922,57080eee-5009-4bf5-bf89-914553159c94
f89d9a97-4451-4837-852d-1641f2d1d922,2543882d-fa31-48e7-9a54-bf8f4d106190
f89d9a97-4451-4837-852d-1641f2d1d922,f4cd7525-3030-4b13-9630-3e2d1f6f3828
1c0396e6-534e-47c3-ba23-7eac7e9ed625,57080eee-5009-4bf5-bf89-914553159c94
1c0396e6-534e-47c3-ba23-7eac7e9ed625,2543882d-fa31-48e7-9a54-bf8f4d106190
1c0396e6-534e-47c3-ba23-7eac7e9ed625,f4cd7525-3030-4b13-9630-3e2d1f6f3828
a33f94dc-58de-4f59-b151-3f1ca1112f1c,57080eee-5009-4bf5-bf89-914553159c94
a33f94dc-58de-4f59-b151-3f1ca1112f1c,2543882d-fa31-48e7-9a54-bf8f4d106190
a33f94dc-58de-4f59-b151-3f1ca1112f1c,f4cd7525-3030-4b13-9630-3e2d1f6f3828
08c74e17-a038-4f68-95bb-101de66c536e,bc81ba19-6c65-4b92-9e60-af2fae22ed59
08c74e17-a038-4f68-95bb-101de66c536e,3de0072c-a0e2-448b-9e85-13ef416b57d0
631b0dc7-1085-47a7-81b9-630277325798,512581e2-6c7d-433e-9e91-55dee4017a93
631b0dc7-1085-47a7-81b9-630277325798,7dac370f-851c-4554-80d2-6967ae0be890
6a89926e-1672-4986-a14b-b29469dcc50e,9ea6f732-324d-46d4-98fb-bc02d3e1b25d
6a89926e-1672-4986-a14b-b29469dcc50e,3fc66e08-948b-4b1b-b227-2cef2600daac
fe9bf1fe-cd5c-4b4a-9d56-5a46ca8db172,512581e2-6c7d-433e-9e91-55dee4017a93
fe9bf1fe-cd5c-4b4a-9d56-5a46ca8db172,7dac370f-851c-4554-80d2-6967ae0be890
e5d90fde-696a-41aa-ab74-8db6021d6667,9ea6f732-324d-46d4-98fb-bc02d3e1b25d
e5d90fde-696a-41aa-ab74-8db6021d6667,3fc66e08-948b-4b1b-b227-2cef2600daac
f1b2770f-6880-4f47-866e-171aecacbb76,9ea6f732-324d-46d4-98fb-bc02d3e1b25d
f1b2770f-6880-4f47-866e-171aecacbb76,3fc66e08-948b-4b1b-b227-2cef2600daac
cc8f0dd3-0e4f-4a04-bef9-121e558d88f3,512581e2-6c7d-433e-9e91-55dee4017a93
cc8f0dd3-0e4f-4a04-bef9-121e558d88f3,7dac370f-851c-4554-80d2-6967ae0be890
aef51b6f-fd45-4643-b949-6771b710e01d,5b7b87bf-6312-4e0f-86d2-4fa14ec6f1b5
aef51b6f-fd45-4643-b949-6771b710e01d,88a7bfe5-fac0-4dc8-8d84-678a0867cf19
aef51b6f-fd45-4643-b949-6771b710e01d,3c4a1b9d-edf8-4f0d-a5bd-73329a3a0e63
aef51b6f-fd45-4643-b949-6771b710e01d,55336de9-c68f-4fb6-94c9-65dff685ffbe
173ec742-6bf7-45c0-98fb-45807637f3e5,5b7b87bf-6312-4e0f-86d2-4fa14ec6f1b5
173ec742-6bf7-45c0-98fb-45807637f3e5,88a7bfe5-fac0-4dc8-8d84-678a0867cf19
173ec742-6bf7-45c0-98fb-45807637f3e5,3c4a1b9d-edf8-4f0d-a5bd-73329a3a0e63
173ec742-6bf7-45c0-98fb-45807637f3e5,55336de9-c68f-4fb6-94c9-65dff685ffbe
85b96b05-eeec-4895-88a3-8993866e2512,5b7b87bf-6312-4e0f-86d2-4fa14ec6f1b5
85b96b05-eeec-4895-88a3-8993866e2512,88a7bfe5-fac0-4dc8-8d84-678a0867cf19
85b96b05-eeec-4895-88a3-8993866e2512,3c4a1b9d-edf8-4f0d-a5bd-73329a3a0e63
85b96b05-eeec-4895-88a3-8993866e2512,55336de9-c68f-4fb6-94c9-65dff685ffbe
ebc87d20-d76f-4955-9e61-05304346ba9f,5b7b87bf-6312-4e0f-86d2-4fa14ec6f1b5
ebc87d20-d76f-4955-9e61-05304346ba9f,88a7bfe5-fac0-4dc8-8d84-678a0867cf19
ebc87d20-d76f-4955-9e61-05304346ba9f,3c4a1b9d-edf8-4f0d-a5bd-73329a3a0e63
ebc87d20-d76f-4955-9e61-05304346ba9f,55336de9-c68f-4fb6-94c9-65dff685ffbe
69903db8-3d46-4020-acee-1604bab91b40,5b7b87bf-6312-4e0f-86d2-4fa14ec6f1b5
69903db8-3d46-4020-acee-1604bab91b40,88a7bfe5-fac0-4dc8-8d84-678a0867cf19
69903db8-3d46-4020-acee-1604bab91b40,3c4a1b9d-edf8-4f0d-a5bd-73329a3a0e63
69903db8-3d46-4020-acee-1604bab91b40,55336de9-c68f-4fb6-94c9-65dff685ffbe
5ca79765-3cbd-450d-8c2d-e15f894f6a0c,5b7b87bf-6312-4e0f-86d2-4fa14ec6f1b5
cdc5b2a6-3640-4cdf-ab27-92ce26ad99b7,139410f4-ca1d-4c68-a958-7defa8acba3c
cdc5b2a6-3640-4cdf-ab27-92ce26ad99b7,85934c98-8357-4fa5-9d8d-17a24078fe5c
cdc5b2a6-3640-4cdf-ab27-92ce26ad99b7,9c378e54-fa42-4ad2-8aca-fc82c27759c4
cdc5b2a6-3640-4cdf-ab27-92ce26ad99b7,037c7262-0e1a-4817-a719-b3a93afc7ada
5ca79765-3cbd-450d-8c2d-e15f894f6a0c,88a7bfe5-fac0-4dc8-8d84-678a0867cf19
5ca79765-3cbd-450d-8c2d-e15f894f6a0c,3c4a1b9d-edf8-4f0d-a5bd-73329a3a0e63
5ca79765-3cbd-450d-8c2d-e15f894f6a0c,55336de9-c68f-4fb6-94c9-65dff685ffbe
4ca5ddc7-93a3-4473-8925-ee2764011594,5b7b87bf-6312-4e0f-86d2-4fa14ec6f1b5
dedeb607-4b1a-47cf-a01e-ff60445d2084,de71b437-34d5-441b-b15c-b5ada7d9f366
dedeb607-4b1a-47cf-a01e-ff60445d2084,376727fe-d892-471d-af5a-18bbb3c73aab
71b35f35-7ceb-435f-b08c-dcc435132675,de71b437-34d5-441b-b15c-b5ada7d9f366
71b35f35-7ceb-435f-b08c-dcc435132675,376727fe-d892-471d-af5a-18bbb3c73aab
a98944c0-9d20-4d17-b42b-68225a2936a0,de71b437-34d5-441b-b15c-b5ada7d9f366
a98944c0-9d20-4d17-b42b-68225a2936a0,376727fe-d892-471d-af5a-18bbb3c73aab
4ca5ddc7-93a3-4473-8925-ee2764011594,88a7bfe5-fac0-4dc8-8d84-678a0867cf19
4ca5ddc7-93a3-4473-8925-ee2764011594,3c4a1b9d-edf8-4f0d-a5bd-73329a3a0e63
4ca5ddc7-93a3-4473-8925-ee2764011594,55336de9-c68f-4fb6-94c9-65dff685ffbe
ece3b746-a3b7-4e7e-8cb7-b79c4d27b4d0,5b7b87bf-6312-4e0f-86d2-4fa14ec6f1b5
bc51beed-7a95-4506-9e39-6409d30710df,847780e2-9f37-477e-a315-33846eb398d2
bc51beed-7a95-4506-9e39-6409d30710df,a7534197-28b1-45b6-b109-2f2bde48ccaf
